Purchase Type Group,Purchased By,Sales Total Inc VAT,Sales Total EX VAT,VAT on VATQ Sale,Sale Type Group,Stock Number,Registration,Supplier Name,Customer PostCode,Sale Date,Purchase Price,Make,Model,Description,BodyStyle,Days In Stock,Sales Executive,Customer Name,Chassis Number,Date of Registration,Colour,Purchase Date,Mileage,Road Fund Licence Cost,CherishedFee,ReconCosts
Margin Scheme Vehicles,PUR00011,40500.0,40500.0,0.0,Trade Sale Vehicles,S00482,REG00858,SUP00093,POST00028,16/06/2025 00:00,38000.0,BMW,4 Series,4 Series 2.0 420i M Sport 2dr Automatic Petrol ,Convertible,31,EXEC00001,Customer00030,CHS00624,28/06/2024 00:00,Black Sapphire metallic paint,16/05/2025 00:00,7190.0,0.0,0,0.0
Margin Scheme Vehicles,PUR00010,38950.0,38950.0,0.0,Margin Scheme Vehicles,S00545,REG00159,SUP00829,POST00552,16/06/2025 00:00,34000.0,Audi,TT RS,TT RS 2.5 TFSI Sport Edition 2dr Automatic Petrol ,Convertible,19,EXEC00017,Customer00361,CHS01053,23/10/2020 00:00,Grey,28/05/2025 00:00,18117.0,0.0,0,0.0
Margin Scheme Vehicles,PUR00015,123990.0,123990.0,0.0,Margin Scheme Vehicles,S00594,REG01057,SUP00731,POST00678,16/06/2025 00:00,120000.0,Ferrari,Portofino,Portofino 3.8 T V8 2dr Automatic Petrol ,Convertible,11,EXEC00020,Customer00924,CHS01156,02/08/2019 00:00,Red,05/06/2025 00:00,9988.0,0.0,0,0.0
VAT Qualifying Vehicles,PUR00015,88325.0,88325.0,17665.0,VAT Qualifying Vehicles,S00655,REG00631,SUP00857,POST00678,16/06/2025 00:00,83333.33,Porsche,Cayenne,Cayenne 4.0 T V8 GTS 5dr Automatic Petrol ,SUV,4,EXEC00020,Customer00924,CHS00978,20/12/2024 00:00,Beige,12/06/2025 00:00,2677.0,0.0,0,0.0
Margin Scheme Vehicles,,62950.0,62950.0,0.0,Margin Scheme Vehicles,S00090,REG00599,SUP00364,POST00098,17/06/2025 00:00,59000.04,Mercedes-Benz,C Class,C Class 4.0 C63 V8 BiTurbo AMG S Night Edition Prem Plus 2dr Automatic Petrol ,Coupe,105,EXEC00003,Customer00363,CHS00459,18/06/2023 00:00,Black,04/03/2025 00:00,9677.0,0.0,0,0.0
Margin Scheme Vehicles,PUR00015,77870.0,78570.0,0.0,Margin Scheme Vehicles,S00219,REG00274,SUP00646,POST00709,17/06/2025 00:00,73000.0,Audi,Q7,Q7 3.0 TDI V6 Vorsprung 5dr Automatic Diesel ,SUV,70,EXEC00022,Customer00244,CHS00510,27/11/2024 00:00,Black,08/04/2025 00:00,4325.0,620.0,80,0.0
Margin Scheme Vehicles,,103000.0,103000.0,0.0,Margin Scheme Vehicles,S00393,REG00393,SUP00145,POST00466,17/06/2025 00:00,95000.0,BMW,X5 M,X5 M 4.4 i V8 Competition 5dr Automatic Petrol Hybrid ,SUV,42,EXEC00001,Customer00276,CHS00669,14/06/2024 00:00,Dravit Grey,06/05/2025 00:00,9874.0,0.0,0,0.0
Margin Scheme Vehicles,PUR00010,31250.0,31870.0,0.0,Margin Scheme Vehicles,S00450,REG00917,SUP00049,POST00900,17/06/2025 00:00,29332.23,Mercedes-Benz,A Class,A Class 2.0 A35 AMG 5dr Automatic Petrol ,Hatchback,36,EXEC00022,Customer00602,CHS00431,06/02/2023 00:00,Black,12/05/2025 00:00,4061.0,620.0,0,0.0
Margin Scheme Vehicles,,24000.0,24000.0,0.0,Trade Sale Vehicles,S00533,REG00636,SUP00283,POST00909,17/06/2025 00:00,24000.0,Land Rover,Range Rover,Range Rover 3.0 TD V6 Vogue 5dr Automatic Diesel ,SUV,21,EXEC00020,Customer00946,CHS00187,21/08/2018 00:00,Silver,27/05/2025 00:00,61984.0,0.0,0,0.0
Margin Scheme Vehicles,PUR00007,67500.0,67500.0,0.0,Margin Scheme Vehicles,S00348,REG00978,SUP00050,POST00094,18/06/2025 00:00,62500.0,Mercedes-Benz,GLC,GLC 2.0 GLC43h AMG Night Edition 5dr Automatic Petrol Hybrid ,SUV,51,EXEC00003,Customer00013,CHS00488,29/10/2024 00:00,Grey,28/04/2025 00:00,10198.0,0.0,0,0.0
Margin Scheme Vehicles,,17995.0,18190.0,0.0,Margin Scheme Vehicles,S00496,REG00440,SUP00843,POST00451,18/06/2025 00:00,15427.93,Volkswagen,Golf,Golf 2.0 TDI GTD 5dr Automatic Diesel ,Hatchback,30,EXEC00020,Customer00563,CHS01086,30/04/2019 00:00,Silver,19/05/2025 00:00,59926.0,195.0,0,0.0
Margin Scheme Vehicles,,17000.0,17000.0,0.0,Trade Sale Vehicles,S00610,REG00797,SUP00572,POST00909,18/06/2025 00:00,15000.0,Porsche,Cayenne,Cayenne 3.6 T V6 GTS 5dr Automatic Petrol ,SUV,12,EXEC00020,Customer00946,CHS00944,13/07/2015 00:00,Black,06/06/2025 00:00,92580.0,0.0,0,0.0
Margin Scheme Vehicles,PUR00015,15350.0,15350.0,0.0,Trade Sale Vehicles,S00634,REG00607,SUP00642,POST00909,18/06/2025 00:00,13000.0,Volkswagen,Golf,Golf 2.0 TSI GTI Performance 5dr Automatic Petrol ,Hatchback,8,EXEC00020,Customer00946,CHS01083,01/03/2018 00:00,Red,10/06/2025 00:00,60623.0,0.0,0,0.0
Margin Scheme Vehicles,PUR00015,21000.0,21000.0,0.0,Trade Sale Vehicles,S00652,REG00163,SUP00099,POST00909,18/06/2025 00:00,4000.0,Land Rover,Discovery,Discovery 2.0 SD4 HSE 5dr Automatic Diesel ,SUV,6,EXEC00020,Customer00946,CHS00232,22/05/2018 00:00,Black,12/06/2025 00:00,55632.0,0.0,0,0.0
Margin Scheme Vehicles,,23000.0,23000.0,0.0,Trade Sale Vehicles,S00654,REG00897,SUP00324,POST00909,18/06/2025 00:00,22000.0,Ford,Ranger,Ranger 2.0 EcoBlue Raptor 4dr Automatic Diesel ,Pickup,6,EXEC00020,Customer00946,CHS00029,27/07/2020 00:00,Grey,12/06/2025 00:00,58185.0,0.0,0,0.0
Margin Scheme Vehicles,,136000.0,136000.0,0.0,Margin Scheme Vehicles,S00126,REG00358,SUP00137,POST00023,19/06/2025 00:00,130000.0,McLaren,Artura,Artura 3.0 T V6 2dr Automatic Petrol Plug-in Hybrid ,Coupe,93,EXEC00001,Customer00543,CHS00287,29/06/2023 00:00,Green,18/03/2025 00:00,7912.0,0.0,0,0.0
VAT Qualifying Vehicles,PUR00015,23291.67,23291.67,4658.33,VAT Qualifying Vehicles,S00169,REG00031,SUP00875,POST00372,19/06/2025 00:00,20000.0,Mercedes-Benz,EQC,EQC 0.0 EQC 400 AMG Line 5dr Automatic Electric ,SUV,83,EXEC00005,Customer00266,CHS00424,04/04/2022 00:00,Grey,28/03/2025 00:00,38880.0,0.0,0,0.0
Margin Scheme Vehicles,PUR00015,24500.0,24500.0,0.0,Trade Sale Vehicles,S00176,REG01187,SUP00646,POST00909,19/06/2025 00:00,23000.0,Land Rover,Range Rover,Range Rover 3.0 TD V6 Vogue 5dr Automatic Diesel ,SUV,80,EXEC00020,Customer00946,CHS00196,31/10/2017 00:00,Grey,31/03/2025 00:00,47171.0,0.0,0,0.0
Margin Scheme Vehicles,PUR00015,10650.0,10650.0,0.0,Trade Sale Vehicles,S00182,REG00554,SUP00807,POST00909,19/06/2025 00:00,10000.0,Audi,TT,TT 1.8 TFSI S line 3dr Manual Petrol ,Coupe,79,EXEC00020,Customer00946,CHS00364,13/02/2016 00:00,Black,01/04/2025 00:00,53250.0,0.0,0,0.0
Margin Scheme Vehicles,PUR00015,64000.0,64000.0,0.0,Margin Scheme Vehicles,S00316,REG00876,SUP00646,POST00203,19/06/2025 00:00,60250.0,Porsche,Macan,Macan 2.9 T V6 GTS 5dr Automatic Petrol ,SUV,56,EXEC00005,Customer00785,CHS00973,26/10/2021 00:00,Red,24/04/2025 00:00,4159.0,0.0,0,0.0
Margin Scheme Vehicles,PUR00007,90000.0,90620.0,0.0,Margin Scheme Vehicles,S00424,REG00870,SUP00786,POST00063,19/06/2025 00:00,84550.0,Mercedes-Benz,SL,SL 4.0 SL55 V8 BiTurbo AMG 2dr Automatic Petrol ,Convertible,41,EXEC00012,Customer00523,CHS00456,30/05/2023 00:00,Grey,09/05/2025 00:00,3792.0,620.0,0,0.0
Margin Scheme Vehicles,PUR00015,17500.0,17500.0,0.0,Trade Sale Vehicles,S00434,REG00979,SUP00737,POST00909,19/06/2025 00:00,13500.0,Land Rover,Discovery Sport,Discovery Sport 2.0 HSE SD4 5dr Diesel ,Estate,38,EXEC00020,Customer00946,CHS00137,28/03/2018 00:00,Green,12/05/2025 00:00,44579.0,0.0,0,0.0
Margin Scheme Vehicles,PUR00015,900.0,900.0,0.0,Trade Sale Vehicles,S00744,REG01127,SUP00905,POST00495,19/06/2025 00:00,758.4,BMW,X5,X5 3.0 5dr Automatic Diesel ,Estate,-6,EXEC00019,Customer00060,CHS00645,01/09/2006 00:00,Le Mans Blue,25/06/2025 00:00,142000.0,0.0,0,0.0
Margin Scheme Vehicles,PUR00015,23100.0,23100.0,0.0,Margin Scheme Vehicles,S00745,REG00008,SUP00905,POST00495,19/06/2025 00:00,22980.0,Jaguar,F-Type,F-Type 3.0 V6 R-Dynamic 2dr Automatic Petrol ,Coupe,-6,EXEC00019,Customer00060,CHS00110,12/10/2017 00:00,Black,25/06/2025 00:00,59000.0,0.0,0,0.0
Margin Scheme Vehicles,,47500.0,47918.0,0.0,Margin Scheme Vehicles,S00006,REG00682,SUP00608,POST00198,20/06/2025 00:00,52950.0,Bentley,Mulsanne,Mulsanne 6.8 V8 4dr Automatic Petrol ,Saloon,459,EXEC00007,Customer00001,CHS00299,12/10/2015 00:00,Black,18/03/2024 00:00,27147.0,418.0,0,0.0
Margin Scheme Vehicles,PUR00007,38950.0,38950.0,0.0,Margin Scheme Vehicles,S00021,REG00612,SUP00841,POST00883,20/06/2025 00:00,39500.0,Audi,Q8,Q8 3.0 TFSI V6 Edition 1 5dr Automatic Petrol ,SUV,212,EXEC00020,Customer00289,CHS00527,19/10/2020 00:00,Black,20/11/2024 00:00,50259.0,0.0,0,0.0
Margin Scheme Vehicles,,78555.0,78555.0,0.0,Margin Scheme Vehicles,S00040,REG00668,SUP00422,POST00069,20/06/2025 00:00,84000.0,Bentley,Continental,Continental 6.0 W12 GT 2dr Automatic Petrol ,Coupe,157,EXEC00012,Customer00539,CHS00305,30/11/2018 00:00,Black,14/01/2025 00:00,37662.0,0.0,0,0.0
Margin Scheme Vehicles,,62700.0,62700.0,0.0,Margin Scheme Vehicles,S00148,REG00798,SUP00728,POST00533,20/06/2025 00:00,62000.0,BMW,M3,M3 3.0 BiTurbo Competition M 4dr Automatic Petrol ,Saloon,87,EXEC00001,Customer00707,CHS00695,28/04/2023 00:00,Fame Green Ii Metallic,25/03/2025 00:00,14721.0,0.0,0,0.0
Margin Scheme Vehicles,,249990.0,249990.0,0.0,Margin Scheme Vehicles,S00151,REG00529,SUP00218,POST00472,20/06/2025 00:00,231310.0,Ferrari,812 Superfast,812 Superfast 6.5 V12 2dr Automatic Petrol ,Coupe,87,EXEC00020,Customer00024,CHS01153,10/07/2020 00:00,Black,25/03/2025 00:00,11917.0,0.0,0,0.0
Margin Scheme Vehicles,,54990.0,54990.0,0.0,Margin Scheme Vehicles,S00206,REG00587,SUP00127,,20/06/2025 00:00,55000.0,Land Rover,Range Rover Sport,Range Rover Sport 5.0 P575 V8 SVR 5dr Automatic Petrol ,SUV,77,EXEC00016,Customer00011,CHS00245,30/06/2021 00:00,Grey,04/04/2025 00:00,29521.0,0.0,0,0.0
Margin Scheme Vehicles,PUR00010,109950.0,109950.0,0.0,Margin Scheme Vehicles,S00210,REG00806,SUP00563,POST00828,20/06/2025 00:00,94451.0,Land Rover,Range Rover Sport,Range Rover Sport 3.0 P550e Autobiography 5dr Automatic Petrol Plug-in Hybrid ,SUV,76,EXEC00020,Customer00879,CHS00121,14/12/2024 00:00,Grey,05/04/2025 00:00,3500.0,0.0,0,0.0
Margin Scheme Vehicles,,51700.0,51700.0,0.0,EU Sale Vehicles,S00214,REG00438,SUP00449,POST00002,20/06/2025 00:00,44000.0,Mercedes-Benz,S Class,S Class 4.0 S560 V8 BiTurbo Grand Edition 2dr Automatic Petrol ,Coupe,74,EXEC00001,Customer00017,CHS00408,22/12/2021 00:00,Grey,07/04/2025 00:00,37998.0,0.0,0,0.0
Margin Scheme Vehicles,PUR00011,34950.0,34950.0,0.0,Margin Scheme Vehicles,S00287,REG00170,SUP00348,POST00912,20/06/2025 00:00,31000.0,Mercedes-Benz,E Class,E Class 2.9 E400d AMG Line 2dr Automatic Diesel ,Convertible,64,EXEC00005,Customer00324,CHS00771,20/05/2021 00:00,Silver,17/04/2025 00:00,18951.0,0.0,0,0.0
Margin Scheme Vehicles,PUR00007,109950.0,109950.0,0.0,Margin Scheme Vehicles,S00304,REG00236,SUP00701,POST00202,20/06/2025 00:00,100690.0,Aston Martin,Vantage,Vantage 4.0 V8 2dr Automatic Petrol ,Convertible,59,EXEC00013,Customer00684,CHS00340,26/01/2023 00:00,Grey,22/04/2025 00:00,2056.0,0.0,0,0.0
Margin Scheme Vehicles,,187990.0,187990.0,0.0,Margin Scheme Vehicles,S00309,REG00132,SUP00253,POST00897,20/06/2025 00:00,175000.0,Porsche,911,911 3.7 T 992 Turbo S 2dr Automatic Petrol ,Convertible,58,EXEC00016,Customer00730,CHS00871,05/04/2024 00:00,Grey,23/04/2025 00:00,3355.0,0.0,0,0.0
Margin Scheme Vehicles,PUR00015,118950.0,118950.0,0.0,Margin Scheme Vehicles,S00388,REG00422,SUP00443,POST00380,20/06/2025 00:00,109000.0,Porsche,911,911 3.0 T 992 Carrera GTS 2dr Automatic Petrol ,Coupe,45,EXEC00022,Customer00600,CHS00855,15/11/2022 00:00,Grey,06/05/2025 00:00,1366.0,0.0,0,0.0
Margin Scheme Vehicles,PUR00007,74500.0,74500.0,0.0,Margin Scheme Vehicles,S00458,REG00378,SUP00050,POST00381,20/06/2025 00:00,71000.0,Porsche,718 Cayman,718 Cayman 4.0 GTS 2dr Automatic Petrol ,Coupe,37,EXEC00005,Customer00751,CHS00824,01/11/2024 00:00,Grey,14/05/2025 00:00,2324.0,0.0,0,0.0
VAT Qualifying Vehicles,PUR00015,13125.0,13125.0,2625.0,VAT Qualifying Vehicles,S00486,REG00867,SUP00875,POST00071,20/06/2025 00:00,9791.67,Tesla,Model 3,Model 3 0.0 Standard Range Plus 4dr Automatic Electric ,Saloon,32,EXEC00002,Customer00544,CHS00079,12/06/2021 00:00,White,19/05/2025 00:00,52452.0,0.0,0,0.0
VAT Qualifying Vehicles,PUR00015,23325.0,23325.0,4665.0,VAT Qualifying Vehicles,S00498,REG00032,SUP00875,POST00509,20/06/2025 00:00,20000.0,Mercedes-Benz,EQC,EQC 0.0 EQC 400 AMG Line 5dr Automatic Electric ,SUV,32,EXEC00005,Customer00788,CHS00425,13/05/2022 00:00,Red,19/05/2025 00:00,31203.0,0.0,0,0.0
Margin Scheme Vehicles,,48000.0,48000.0,0.0,Margin Scheme Vehicles,S00543,REG01019,SUP00784,POST00096,20/06/2025 00:00,42450.0,BMW,X3 M,X3 M 3.0 i Competition 5dr Automatic Petrol ,SUV,23,EXEC00012,Customer00426,CHS00727,30/09/2021 00:00,Donington Grey,28/05/2025 00:00,37051.0,0.0,0,0.0
Margin Scheme Vehicles,,141500.0,142120.0,0.0,Margin Scheme Vehicles,S00576,REG00501,SUP00450,POST00763,20/06/2025 00:00,127000.0,McLaren,720S,720S 4.0 T V8 2dr Automatic Petrol ,Coupe,17,EXEC00005,Customer00318,CHS00284,10/02/2021 00:00,Grey,03/06/2025 00:00,9359.0,620.0,0,0.0
Margin Scheme Vehicles,PUR00015,63995.0,63995.0,0.0,Margin Scheme Vehicles,S00611,REG00161,SUP00592,POST00503,20/06/2025 00:00,60457.49,Audi,SQ8,SQ8 4.0 TFSI V8 Black Edition 5dr Automatic Petrol ,SUV,14,EXEC00020,Customer00697,CHS00529,29/09/2022 00:00,Black,06/06/2025 00:00,12985.0,0.0,0,0.0
Margin Scheme Vehicles,PUR00015,23250.0,23250.0,0.0,Margin Scheme Vehicles,S00688,REG01173,SUP00732,POST00123,20/06/2025 00:00,20345.37,MINI,Convertible,Convertible 2.0 Cooper S Exclusive 2dr Automatic Petrol ,Convertible,3,EXEC00007,Customer00821,CHS00789,24/01/2023 00:00,Midnight Black II,17/06/2025 00:00,20837.0,0.0,0,0.0
Margin Scheme Vehicles,PUR00015,46450.0,46450.0,0.0,Margin Scheme Vehicles,S00086,REG00017,SUP00646,POST00781,23/06/2025 00:00,46750.0,Land Rover,Defender 110,Defender 110 2.0 SD4 First Edition 5dr Automatic Diesel ,SUV,118,EXEC00005,Customer00454,CHS00154,14/09/2020 00:00,Brown,25/02/2025 00:00,16629.0,0.0,0,0.0
Margin Scheme Vehicles,,46450.0,46450.0,0.0,Margin Scheme Vehicles,S00120,REG00250,SUP00505,POST00769,23/06/2025 00:00,42000.0,Land Rover,Range Rover Sport,Range Rover Sport 5.0 P575 V8 SVR 5dr Automatic Petrol ,SUV,101,EXEC00007,Customer00236,CHS00246,05/03/2020 00:00,White,14/03/2025 00:00,38735.0,0.0,0,0.0
Margin Scheme Vehicles,PUR00007,54920.0,54920.0,0.0,Margin Scheme Vehicles,S00124,REG00568,SUP00405,POST00757,23/06/2025 00:00,52000.0,BMW,1 Series,1 Series 3.0 M 2dr Manual Petrol ,Coupe,97,EXEC00026,Customer00402,CHS00728,09/12/2011 00:00,Black Sapphire metallic paint,18/03/2025 00:00,9918.0,0.0,0,0.0
Margin Scheme Vehicles,PUR00007,51950.0,51950.0,0.0,Margin Scheme Vehicles,S00125,REG00091,SUP00194,POST00213,23/06/2025 00:00,47771.0,Porsche,Macan,Macan 2.0 T 5dr Automatic Petrol ,SUV,97,EXEC00007,Customer00670,CHS00948,19/05/2023 00:00,Orange,18/03/2025 00:00,21667.0,0.0,0,0.0
Margin Scheme Vehicles,PUR00010,56000.0,56000.0,0.0,Margin Scheme Vehicles,S00142,REG00090,SUP00590,POST00009,23/06/2025 00:00,54260.0,Mercedes-Benz,E Class,E Class 3.0 E53h BiTurbo MHEV AMG Night Edition 2dr Automatic Petrol Hybrid ,Convertible,91,EXEC00003,Customer00709,CHS00400,18/12/2023 00:00,Black,24/03/2025 00:00,12825.0,0.0,0,0.0
Margin Scheme Vehicles,PUR00015,53000.0,53000.0,0.0,Margin Scheme Vehicles,S00322,REG00366,SUP00668,POST00231,23/06/2025 00:00,54695.54,Audi,RS3,RS3 2.5 TFSI Vorsprung 5dr Automatic Petrol ,Hatchback,60,EXEC00012,Customer00852,CHS01056,09/05/2024 00:00,Green,24/04/2025 00:00,6237.0,0.0,0,0.0
Margin Scheme Vehicles,PUR00007,85950.96,85950.96,0.0,Margin Scheme Vehicles,S00331,REG00226,SUP00237,POST00339,23/06/2025 00:00,79250.0,Land Rover,Range Rover,Range Rover 3.0 D350 MHEV Autobiography 5dr Automatic Diesel ,SUV,60,EXEC00016,Customer00580,CHS00209,14/04/2022 00:00,Black,24/04/2025 00:00,35454.0,0.0,0,0.0
Margin Scheme Vehicles,PUR00010,24650.0,24650.0,0.0,Margin Scheme Vehicles,S00400,REG00655,SUP00829,POST00008,23/06/2025 00:00,24500.0,Audi,A7,A7 2.0 TFSI S line 5dr Automatic Petrol ,Hatchback,47,EXEC00027,Customer00491,CHS00533,27/04/2019 00:00,Grey,07/05/2025 00:00,30318.0,0.0,0,0.0
Margin Scheme Vehicles,PUR00015,34510.0,34510.0,0.0,Margin Scheme Vehicles,S00412,REG00842,SUP00464,POST00386,23/06/2025 00:00,33476.04,Mercedes-Benz,GLC,GLC 2.0 GLC300d AMG Line 5dr Automatic Diesel ,SUV,47,EXEC00022,Customer00303,CHS00468,26/07/2022 00:00,Grey,07/05/2025 00:00,13700.0,0.0,0,0.0
Margin Scheme Vehicles,PUR00015,108000.0,108000.0,0.0,Margin Scheme Vehicles,S00417,REG00498,SUP00899,POST00741,23/06/2025 00:00,108000.0,Mercedes-Benz,AMG GT,AMG GT 4.0 V8 BiTurbo R 2dr Automatic Petrol ,Coupe,46,EXEC00009,Customer00144,CHS00807,31/07/2018 00:00,Black,08/05/2025 00:00,13359.0,0.0,0,0.0
Margin Scheme Vehicles,,41990.0,42185.0,0.0,Margin Scheme Vehicles,S00470,REG00839,SUP00249,POST00497,23/06/2025 00:00,35950.0,BMW,M5,M5 4.4 i V8 Competition 4dr Automatic Petrol ,Saloon,39,EXEC00012,Customer00240,CHS00718,29/03/2019 00:00,Marina Bay Blue,15/05/2025 00:00,42435.0,195.0,0,0.0
Margin Scheme Vehicles,,41000.0,41000.0,0.0,Margin Scheme Vehicles,S00516,REG01011,SUP00248,POST00336,23/06/2025 00:00,33000.0,Volkswagen,Transporter,Transporter 2.0 BiTDI T32 Highline 5dr Automatic Diesel ,Panel Van,33,EXEC00001,Customer00881,CHS01064,20/12/2021 00:00,Bronze,21/05/2025 00:00,9299.0,0.0,0,0.0
Margin Scheme Vehicles,PUR00007,68950.0,68950.0,0.0,Margin Scheme Vehicles,S00529,REG00725,SUP00394,POST00822,23/06/2025 00:00,64500.0,Audi,RS6 Avant,RS6 Avant 4.0 TFSI V8 Vorsprung 5dr Automatic Petrol ,Estate,30,EXEC00026,Customer00601,CHS01011,24/10/2020 00:00,Grey,24/05/2025 00:00,40456.0,0.0,0,0.0
Margin Scheme Vehicles,,161950.0,161950.0,0.0,Margin Scheme Vehicles,S00535,REG00976,SUP00028,POST00882,23/06/2025 00:00,158433.94,Porsche,911,911 4.0 992 GT3 2dr Automatic Petrol ,Coupe,27,EXEC00016,Customer00018,CHS00859,08/11/2022 00:00,Grey,27/05/2025 00:00,4394.0,0.0,0,0.0
Margin Scheme Vehicles,,22000.0,22000.0,0.0,Margin Scheme Vehicles,S00556,REG00449,SUP00771,POST00687,23/06/2025 00:00,21500.0,Mercedes-Benz,A Class,A Class 2.0 A200d AMG Line Edition 4dr Automatic Diesel ,Saloon,25,EXEC00005,Customer00301,CHS00396,28/10/2021 00:00,Blue,29/05/2025 00:00,31085.0,0.0,0,0.0
Margin Scheme Vehicles,,36950.0,36950.0,0.0,Margin Scheme Vehicles,S00566,REG00786,SUP00358,POST00218,23/06/2025 00:00,32000.0,Toyota,Hilux,Hilux 2.8 D-4D Invincible X 4dr Automatic Diesel ,Pickup,21,EXEC00001,Customer00497,CHS00043,24/10/2022 00:00,White,02/06/2025 00:00,15841.0,0.0,0,0.0
Margin Scheme Vehicles,PUR00007,166950.0,166950.0,0.0,Margin Scheme Vehicles,S00577,REG00677,SUP00825,POST00015,23/06/2025 00:00,160000.0,Porsche,911,911 3.7 T 992 Turbo S 2dr Automatic Petrol ,Coupe,20,EXEC00011,Customer00938,CHS00852,26/05/2023 00:00,Grey,03/06/2025 00:00,5760.0,0.0,0,0.0
Margin Scheme Vehicles,PUR00011,72000.0,72000.0,0.0,Margin Scheme Vehicles,S00110,REG00335,SUP00278,POST00192,24/06/2025 00:00,70500.0,Porsche,718 Boxster,718 Boxster 4.0 GTS 2dr Manual Petrol ,Convertible,106,EXEC00010,Customer00662,CHS00823,05/01/2024 00:00,Grey,10/03/2025 00:00,1185.0,0.0,0,0.0
VAT Qualifying Vehicles,PUR00015,33958.33,33958.33,6791.67,VAT Qualifying Vehicles,S00146,REG00609,SUP00875,POST00244,24/06/2025 00:00,30416.67,Porsche,Taycan,Taycan 0.0 Performance 4S 4dr Automatic Electric ,Saloon,92,EXEC00002,Customer00123,CHS00933,04/03/2021 00:00,White,24/03/2025 00:00,11511.0,0.0,0,0.0
Margin Scheme Vehicles,,37750.0,37750.0,0.0,Trade Sale Vehicles,S00699,REG00740,SUP00583,POST00530,24/06/2025 00:00,37750.0,Aston Martin,Rapide,Rapide 5.9 5dr Automatic Petrol ,Hatchback,5,EXEC00015,Customer00891,CHS00329,08/04/2015 00:00,Black,19/06/2025 00:00,41296.0,0.0,0,0.0
Margin Scheme Vehicles,,31950.0,32291.0,0.0,Margin Scheme Vehicles,S00489,REG00172,SUP00757,POST00468,25/06/2025 00:00,30000.0,BMW,1 Series,1 Series 2.0 M135i 5dr Automatic Petrol ,Hatchback,37,EXEC00020,Customer00693,CHS00616,25/08/2023 00:00,Black Sapphire metallic paint,19/05/2025 00:00,8268.0,341.0,0,0.0
Margin Scheme Vehicles,,21250.0,21250.0,0.0,Trade Sale Vehicles,S00563,REG01070,SUP00266,POST00909,25/06/2025 00:00,20500.0,Audi,A5,A5 2.0 TDI Edition 1 5dr Automatic Diesel ,Hatchback,26,EXEC00020,Customer00946,CHS00545,31/03/2021 00:00,Black,30/05/2025 00:00,48000.0,0.0,0,0.0
Margin Scheme Vehicles,PUR00017,63490.0,63490.0,0.0,Margin Scheme Vehicles,S00580,REG00693,SUP00334,POST00100,25/06/2025 00:00,59500.0,Porsche,718 Cayman,718 Cayman 4.0 GTS 2dr Automatic Petrol ,Coupe,22,EXEC00007,Customer00593,CHS00851,30/07/2022 00:00,Silver,03/06/2025 00:00,4398.0,0.0,0,0.0
Margin Scheme Vehicles,PUR00003,19250.0,19250.0,0.0,Trade Sale Vehicles,S00617,REG00920,SUP00735,POST00909,25/06/2025 00:00,19000.0,Porsche,Macan,Macan 3.0 TD V6 S 5dr Automatic Diesel ,SUV,16,EXEC00020,Customer00946,CHS00957,07/09/2017 00:00,Blue,09/06/2025 00:00,79000.0,0.0,0,0.0
Margin Scheme Vehicles,,13000.0,13000.0,0.0,Trade Sale Vehicles,S00622,REG00742,SUP00242,POST00909,25/06/2025 00:00,13000.0,BMW,M5,M5 4.4 V8 4dr Automatic Petrol ,Saloon,16,EXEC00020,Customer00946,CHS00715,14/05/2012 00:00,Silverstone II,09/06/2025 00:00,62965.0,0.0,0,0.0
Margin Scheme Vehicles,,27000.0,27000.0,0.0,Trade Sale Vehicles,S00643,REG00791,SUP00639,POST00909,25/06/2025 00:00,26000.0,Porsche,Macan,Macan 2.0 T 5dr Automatic Petrol ,SUV,14,EXEC00020,Customer00946,CHS00959,27/12/2018 00:00,Green,11/06/2025 00:00,67416.0,0.0,0,0.0
Margin Scheme Vehicles,,15000.0,15000.0,0.0,Trade Sale Vehicles,S00659,REG00390,SUP00366,POST00909,25/06/2025 00:00,15000.0,Mercedes-Benz,CLA,CLA 2.0 CLA45 AMG 4dr Automatic Petrol ,Saloon,12,EXEC00020,Customer00946,CHS00750,14/03/2016 00:00,White,13/06/2025 00:00,49528.0,0.0,0,0.0
Margin Scheme Vehicles,PUR00017,49990.0,49990.0,0.0,Margin Scheme Vehicles,S00662,REG00396,SUP00257,POST00727,25/06/2025 00:00,45000.0,Toyota,Supra,Supra 3.0 T GR Special Edition 3dr Manual Petrol ,Coupe,12,EXEC00013,Customer00376,CHS01108,12/05/2023 00:00,White,13/06/2025 00:00,3115.0,0.0,0,0.0
Margin Scheme Vehicles,,15500.0,15500.0,0.0,Trade Sale Vehicles,S00677,REG01195,SUP00815,POST00909,25/06/2025 00:00,15000.0,Ford,Ranger,Ranger 3.2 Wildtrak 4X4 Dcb Tdci 0dr Automatic Diesel ,Pick-Up,9,EXEC00020,Customer00946,CHS00026,30/11/2017 00:00,Black,16/06/2025 00:00,35943.0,0.0,0,0.0
Margin Scheme Vehicles,,19000.0,19000.0,0.0,Trade Sale Vehicles,S00689,REG00782,SUP00765,POST00909,25/06/2025 00:00,18750.0,Volvo,XC60,XC60 2.0 T5 Inscription Pro 5dr Automatic Petrol ,SUV,8,EXEC00020,Customer00946,CHS01121,27/06/2018 00:00,Denim Blue,17/06/2025 00:00,72750.0,0.0,0,0.0
